state,governor,date_of_1st_case,date_of_1st_death,stay_at_home_order,date_of_stay_at_home_order,mandatory_quarantine_for_travelers,non_essential_business_closures,large_gatherings_ban,state_mandated_school_closures,bar_restaurant_limits,emergency_declaration,population,latitude,longitude,area,pop_density,days_from_case_to_death,response_stay_home,response_school,response_emergency,cases_3_29,cluster_pop,retail_recreation_2020-03-29,retail_recreation_2020-04-05,retail_recreation_2020-04-11,grocery_pharmacy_2020-03-29,grocery_pharmacy_2020-04-05,grocery_pharmacy_2020-04-11,parks_2020-03-29,parks_2020-04-05,parks_2020-04-11,transit_stations_2020-03-29,transit_stations_2020-04-05,transit_stations_2020-04-11,workplaces_2020-03-29,workplaces_2020-04-05,workplaces_2020-04-11,residential_2020-03-29,residential_2020-04-05,residential_2020-04-11,confirmed_cases_2020-03-29,confirmed_cases_2020-04-05,confirmed_cases_2020-04-11,cases_per_capita_2020-03-29,cases_per_capita_2020-04-05,cases_per_capita_2020-04-11,rate_2020-03-29,rate_2020-04-05,rate_2020-04-11,euclidean_dist_avg_2020-03-29,euclidean_dist_avg_2020-04-05,euclidean_dist_avg_2020-04-11,cluster_k_means_2020-03-29,cluster_k_means_2020-04-05,cluster_k_means_2020-04-11,social_dist_score_2020-03-29,social_dist_score_2020-04-05,social_dist_score_2020-04-11,avg_response_time,avg_dist_score
North Dakota,Republican,2020-03-11,2020-03-27,NA,NA,From Certain States,Other,NA,2020-03-15,Closed except for takeout/delivery,2020-03-13,672591,47.528912,-99.784012,70700,9.513309759547383,16,NA,4,2,97,3,-44,-50,-48,-13,-15,1,73,-2,-18,-36,-44,-43,-24,-28,-28,9,11,15,97,207,293,1.4421840316031586e-4,3.077650459194369e-4,4.3562878480384065e-4,0.4264706,0.19653179,0.08921933,2.957530928745715,1.918452421191475,1.9551502918859118,3,2,2,-6.078724949708885,-1.1872419270662156,-1.043620581794332,NA,-2.7698624861898113
Ohio,Republican,2020-03-09,2020-03-26,Statewide,2020-03-22,All Travelers,All Non-Essential Businesses,All Gatherings Prohibited,2020-03-12,Closed except for takeout/delivery,2020-03-09,11536504,40.388783,-82.764915,44825,257.36762967094256,17,13,3,0,1651,2,-43,-46,-41,-19,-18,-2,117,37,82,-33,-39,-28,-35,-37,-37,10,11,12,1651,4041,6250,1.4311094591567774e-4,3.5027942607223126e-4,5.41758577815255e-4,0.4520668,0.2201087,0.1338897,2.7845072075899764,0.865828884020987,2.2662995924005243,1,3,1,-4.531485009792141,-1.137088914573012,-4.768286153397686,5.333333333333333,-3.4789533592542803
Oklahoma,Republican,2020-03-06,2020-03-19,High-risk Groups,2020-03-24,From Certain States,All Non-Essential Businesses,>10 People Prohibited,2020-03-16,Other,2020-03-15,3751351,35.565342,-96.928917,69898,53.66893187215657,13,18,10,9,429,3,-36,-41,-38,-12,-8,-1,29,-3,-8,-23,-30,-27,-32,-35,-32,9,10,12,429,1252,1868,1.1435880033619888e-4,3.3374642895319577e-4,4.979539371282506e-4,0.7654321,0.2674772,0.11124331,2.643537227228559,1.9800234499930058,1.9747750386947902,3,2,3,-5.796321945595129,-3.255571567618271,-4.168648870092182,12.333333333333334,-4.406847461101861
Oregon,Democrat,2020-02-28,2020-03-14,Statewide,2020-03-23,NA,All Non-Essential Retail Businesses,All Gatherings Prohibited,2020-03-17,Closed except for takeout/delivery,2020-03-08,3831074,44.572021,-122.070938,98381,38.941197995547924,15,24,18,9,548,3,-51,-46,-45,-25,-18,-7,-22,-1,16,-47,-44,-41,-38,-39,-36,12,11,12,548,1067,1447,1.4304082875976815e-4,2.78511978625315e-4,3.7770087448062866e-4,0.3236715,0.18819599,0.09538229,1.2026432136648315,0.5938187653609157,0.6541743282703084,2,2,2,2.7578310761166533,0.4660026789457781,-1.4405629253962524,17,0.5944236098887264
Pennsylvania,Democrat,2020-03-06,2020-03-18,Statewide,2020-03-23,NA,All Non-Essential Businesses,All Gatherings Prohibited,2020-03-13,Closed except for takeout/delivery,2020-03-06,12702379,40.590752,-77.209755,46055,275.80890239930517,12,17,7,0,3393,2,-50,-50,-47,-27,-24,-12,7,52,19,-52,-51,-50,-38,-39,-40,12,12,15,3393,11496,21655,2.6711531753225126e-4,9.050273181110404e-4,0.0017047987624995286,0.5297565,0.36532067,0.18800746,1.061023033407084,1.2021352573818407,1.206337782952699,3,3,3,2.481980227472907,1.2660815635817408,1.8080511156442092,8,1.8520376355662858
Rhode Island,Democrat,2020-03-01,2020-03-28,Statewide,2020-03-28,All Travelers,All Non-Essential Retail Businesses,Other,2020-03-18,Closed except for takeout/delivery,2020-03-09,1052567,41.680893,-71.51178,1545,681.2731391585761,27,27,17,8,267,4,-55,-50,-45,-30,-25,-4,-50,4,45,-67,-59,-57,-37,-37,-40,14,13,15,267,922,2348,2.5366556238225213e-4,8.759537397619344e-4,0.0022307368557060977,0.3152709,0.30780142,0.37149533,2.797151902757436,1.3517945039846904,1.5229535626724924,2,3,1,6.506541823979252,3.0919753337870333,0.6802517431464417,17.333333333333332,3.4262563003042423
South Carolina,Republican,2020-03-06,2020-03-16,Statewide,2020-04-06,NA,All Non-Essential Businesses,All Gatherings Prohibited,2020-03-15,Closed except for takeout/delivery,2020-03-13,4625364,33.856892,-80.945007,32020,144.4523422860712,10,31,9,7,774,1,-38,-42,-41,-11,-11,-2,-4,-24,-24,-34,-41,-45,-34,-38,-34,9,10,11,774,2048,3064,1.6733818138421107e-4,4.4277596314581946e-4,6.624343511126908e-4,0.4359926,0.20541495,0.0974212,1.9657501571161358,1.5054415696025412,1.434143987308316,2,1,1,-3.6823447019247917,-1.0169094353411243,-2.0204749609819133,15.666666666666666,-2.239909699415943
South Dakota,Republican,2020-03-10,2020-03-10,NA,NA,NA,NA,>10 People Prohibited,2020-03-13,NA,2020-03-13,814180,44.299782,-99.438828,77117,10.557723977851836,0,NA,3,3,90,3,-35,-38,-47,-3,-3,1,126,81,-16,-31,-36,-42,-25,-29,-31,8,9,15,90,240,626,1.1054066668304306e-4,2.947751111547815e-4,7.68871748262055e-4,0.5517241,0.28342246,0.40044743,4.390678214524114,3.1219870748143754,1.525612463005184,3,3,2,-10.112271659159354,-7.152795658492101,-0.7670289478392129,NA,-6.010698755163556
Tennessee,Republican,2020-03-05,2020-03-20,Statewide,2020-03-30,NA,All Non-Essential Businesses,>10 People Prohibited,2020-03-16,Closed except for takeout/delivery,2020-03-12,6346105,35.747845,-86.692345,42143,150.58503191514606,15,25,11,7,1579,1,-35,-43,-40,-9,-9,2,35,2,11,-35,-42,-36,-34,-38,-33,8,10,10,1579,3632,5111,2.48814036326219e-4,5.723195566414359e-4,8.053758959235625e-4,0.3147377,0.18427919,0.10341105,2.5431333500854936,1.225883513655128,1.897054165595018,2,1,2,-5.536531709699168,-1.5902966479731875,-4.575367655296171,14.333333333333334,-3.900732004322842
Texas,Republican,2020-02-12,2020-03-16,Other,2020-03-31,From Certain States,NA,>10 People Prohibited,2020-03-19,Closed except for takeout/delivery,2020-03-13,25145561,31.054487,-97.563461,268581,93.62375223861703,33,48,36,30,2663,1,-45,-48,-45,-23,-23,-14,-27,-47,-54,-47,-53,-49,-36,-39,-38,13,14,16,2663,7007,12958,1.0590338390143692e-4,2.786575332322075e-4,5.153195826492e-4,0.3906005,0.22843619,0.22673483,1.1178870773730845,1.9356316025368896,1.9926182744539895,1,1,1,1.8665777683905,4.136243620985295,3.373105721291757,38,3.1253090368891834
Utah,Republican,2020-02-25,2020-03-22,High-risk Groups,2020-03-27,All Travelers,NA,NA,2020-03-13,Closed except for takeout/delivery,2020-03-06,2763885,40.150032,-111.862434,84899,32.55497709042509,26,31,17,10,712,3,-41,-42,-42,-14,-13,-4,26,16,28,-44,-49,-43,-40,-43,-34,10,10,12,712,1605,2206,2.576084026650892e-4,5.807043346593654e-4,7.981518767966106e-4,0.4771784,0.29019293,0.1147044,1.3540889458758123,1.3394224667156835,0.937265224063438,2,2,2,-1.473638394851246,-0.290463341977946,-2.6446900306790373,19.333333333333332,-1.4695972558360764
Vermont,Republican,2020-03-07,2020-03-19,Statewide,2020-03-24,All Travelers,All Non-Essential Businesses,>10 People Prohibited,2020-03-15,Closed except for takeout/delivery,2020-03-13,625741,44.045876,-72.710686,9614,65.08643644684835,12,17,8,6,234,3,-62,-58,-54,-42,-34,-23,-55,-1,-4,-71,-69,-64,-43,-42,-44,13,11,15,234,512,711,3.739566370111596e-4,8.182299066227081e-4,0.001136252858610831,0.2717391,0.31619537,0.13216561,4.102673243299995,2.8263767198727487,2.9151326755162286,1,1,1,9.702210395972573,6.005374710903389,6.09073343964762,10.333333333333334,7.266106182174528
Virginia,Democrat,2020-03-07,2020-03-14,Statewide,2020-03-30,NA,Other,>10 People Prohibited,2020-03-13,Closed except for takeout/delivery,2020-03-12,8001024,37.769337,-78.169968,42774,187.05344368074063,7,23,6,5,888,1,-39,-44,-40,-16,-18,-9,46,21,17,-50,-56,-49,-36,-39,-36,11,12,13,888,2635,5076,1.1098579381839125e-4,3.2933284539578934e-4,6.344187943943176e-4,0.4701987,0.31159781,0.25581395,1.4200935680054951,0.7439122040373856,0.801996605513221,1,1,1,-1.9299528416173506,0.9287665103588406,-1.0247023097772239,11.333333333333334,-0.675296213678578
Washington,Democrat,2020-01-21,2020-02-26,Statewide,2020-03-23,NA,All Non-Essential Businesses,All Gatherings Prohibited,2020-03-13,Closed except for takeout/delivery,2020-02-29,6724540,47.400902,-121.490494,71300,94.31332398316971,36,62,52,39,4896,1,-48,-46,-47,-26,-21,-10,-11,-11,3,-56,-56,-50,-41,-42,-41,13,12,14,4896,8017,10224,7.280795415002364e-4,0.0011922005073953014,0.0015204013954857878,0.3024741,0.12614131,0.06433479,1.5421020362797113,1.2067515033693426,1.0658096663657755,1,1,1,3.748247104840518,2.777588152938711,1.7746070819280368,51,2.7668141132357555
West Virginia,Republican,2020-03-17,2020-03-29,Statewide,2020-03-23,From Certain States,All Non-Essential Businesses,Other,2020-03-13,Closed except for takeout/delivery,2020-03-04,1852994,38.491226,-80.954453,24230,76.47519603796945,12,6,-4,-13,123,3,-38,-40,-38,-16,-8,-5,52,28,12,-31,-36,-39,-33,-33,-31,8,8,10,123,320,591,6.6379060050923e-5,1.726934895633769e-4,3.1894328853736167e-4,0.28125,0.35021097,0.13653846,2.3908863730387573,2.258515182652354,1.9652037418633503,3,3,3,-5.321770530055834,-4.852549608640786,-4.386197184785468,-3.6666666666666665,-4.853505774494029
Wisconsin,Democrat,2020-02-05,2020-03-19,Statewide,2020-03-24,NA,All Non-Essential Businesses,All Gatherings Prohibited,2020-03-18,Closed except for takeout/delivery,2020-03-12,5686986,44.268543,-89.616508,65498,86.82686494244099,43,48,42,36,1112,3,-55,-47,-47,-30,-18,-2,-12,124,67,-50,-40,-34,-34,-33,-33,13,10,13,1112,2266,3213,1.9553415464711887e-4,3.9845359211364333e-4,5.64974135684526e-4,0.3206651,0.18267223,0.11369151,1.8439927393799642,2.7735860982836917,1.7745413636732763,1,3,2,3.4604500713895363,-4.066353704027187,-3.4404583732788647,42,-1.348787335305505
Wyoming,Republican,2020-03-11,2020-04-13,NA,NA,All Travelers,NA,>10 People Prohibited,2020-03-19,Closed except for takeout/delivery,2020-03-13,563626,42.755966,-107.30249,97814,5.762222176784509,33,NA,8,2,85,3,-37,-39,-41,-13,-11,-2,29,22,-25,-14,-21,-15,-29,-31,-30,8,9,12,85,199,261,1.5080922455670958e-4,3.53071008079826e-4,4.630730306976612e-4,0.1643836,0.19879518,0.09205021,3.314532081794846,2.8023552053698246,2.7126887063451433,3,3,3,-7.146962765444126,-5.616248576266775,-4.469564837516435,NA,-5.744258726409112
